date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:36:44	102885/102885	---MCZ	200	added ('OK')	text/css	etag:W/%2267856f0c-191e5%22	https://toutvin.com.br/wp-content/uploads/elementor/css/post-515.css?ver=1736797964	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/uploads/elementor/css/post-515f63b.css	(from https://toutvin.com.br/)
14:36:44	27324/27324	---MCZ	200	added ('OK')	text/css	etag:W/%2267410dd3-6abc%22	https://toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.14.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.mindf38.css	(from https://toutvin.com.br/)
14:36:44	30999/30999	---MCZ	200	added ('OK')	text/css	etag:W/%2267410dc7-7917%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://toutvin.com.br/)
14:36:44	58071/58071	---MCZ	200	added ('OK')	text/css	etag:W/%2267410dc7-e2d7%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://toutvin.com.br/)
14:36:45	669/669	---MCZ	200	added ('OK')	text/css	etag:W/%2267410dc7-29d%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://toutvin.com.br/)
14:36:45	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654c1553-15601%22	https://toutvin.com.br/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-includes/js/jquery/jquery.minf43b.js	(from https://toutvin.com.br/)
14:36:45	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d48607-3509%22	https://toutvin.com.br/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://toutvin.com.br/)
14:36:45	15073/15073	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267410dc7-3ae1%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.25.9	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min5422.js	(from https://toutvin.com.br/)
14:36:46	21496/21496	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267410dd3-53f8%22	https://toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/vendor/dom-purify/purify.min.js?ver=3.1.6	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/vendor/dom-purify/purify.min005e.js	(from https://toutvin.com.br/)
14:36:47	266816/266816	---MCZ	200	added ('OK')	application/json	date:Fri,%2031%20Jan%202025%2017:36:49%20GMT	https://toutvin.com.br/wp-json/	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-json/index.html	(from https://toutvin.com.br/)
14:36:47	106819/106819	---MCZ	200	added ('OK')	application/json	date:Fri,%2031%20Jan%202025%2017:36:50%20GMT	https://toutvin.com.br/wp-json/wp/v2/pages/515	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-json/wp/v2/pages/515.json	(from https://toutvin.com.br/)
14:36:49	2115/2115	---MCZ	200	added ('OK')	application/json	date:Fri,%2031%20Jan%202025%2017:36:51%20GMT	https://toutvin.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftoutvin.com.br%2F	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-json/oembed/1.0/embed4b56.json	(from https://toutvin.com.br/)
14:36:49	2277/2277	---MCZ	200	added ('OK')	text/xml	date:Fri,%2031%20Jan%202025%2017:36:52%20GMT	https://toutvin.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftoutvin.com.br%2F&format=xml	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-json/oembed/1.0/embed648d	(from https://toutvin.com.br/)
14:36:50	1390/1390	---M--	200	added ('OK')	image/png	etag:%2263b7620b-56e%22	https://toutvin.com.br/wp-content/uploads/2023/01/cropped-Asset-1favicon-32x32.png	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/uploads/2023/01/cropped-Asset-1favicon-32x32.png	(from https://toutvin.com.br/)
14:36:50	22296/22296	---M--	200	added ('OK')	image/png	etag:%2263b7620b-5718%22	https://toutvin.com.br/wp-content/uploads/2023/01/cropped-Asset-1favicon-192x192.png	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/uploads/2023/01/cropped-Asset-1favicon-192x192.png	(from https://toutvin.com.br/)
14:36:50	26313/26313	---M--	200	added ('OK')	image/png	etag:%2263b7620b-66c9%22	https://toutvin.com.br/wp-content/uploads/2023/01/cropped-Asset-1favicon-180x180.png	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/uploads/2023/01/cropped-Asset-1favicon-180x180.png	(from https://toutvin.com.br/)
14:36:51	7234/7234	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263af2e8f-1c42%22	https://toutvin.com.br/wp-content/uploads/2022/12/Asset-3logo-3svg.svg	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/uploads/2022/12/Asset-3logo-3svg.svg	(from https://toutvin.com.br/)
14:36:51	168517/168517	---M--	200	added ('OK')	image/jpeg	etag:%2263b75cc9-29245%22	https://toutvin.com.br/wp-content/uploads/2023/01/fotoelia4.jpg	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/uploads/2023/01/fotoelia4.jpg	(from https://toutvin.com.br/)
14:36:51	202116/202116	---M--	200	added ('OK')	image/png	etag:%2263b5ebec-31584%22	https://toutvin.com.br/wp-content/uploads/2023/01/Certificate_28_-1.png	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/uploads/2023/01/Certificate_28_-1.png	(from https://toutvin.com.br/)
14:36:52	3164/3164	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263af14a9-c5c%22	https://toutvin.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://toutvin.com.br/)
14:36:52	1359/1359	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267410dd3-54f%22	https://toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/js/extension-reading-progress-bar.min.js?ver=3.14.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/js/extension-reading-progress-bar.mindf38.js	(from https://toutvin.com.br/)
14:36:52	25952/25952	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267410dd3-6560%22	https://toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min.js?ver=3.14.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.mindf38.js	(from https://toutvin.com.br/)
14:36:52	6213/6213	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266e1261c-1845%22	https://toutvin.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.24.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min2401.js	(from https://toutvin.com.br/)
14:36:53	5252/5252	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267410dc7-1484%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.25.9	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min5422.js	(from https://toutvin.com.br/)
14:36:53	54824/54824	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267410dc7-d628%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.25.9	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min5422.js	(from https://toutvin.com.br/)
14:36:53	4776/4776	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267410dbd-12a8%22	https://toutvin.com.br/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-includes/js/dist/hooks.min4fdd.js	(from https://toutvin.com.br/)
14:36:53	9141/9141	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660dcb94-23b5%22	https://toutvin.com.br/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-includes/js/dist/i18n.minc33c.js	(from https://toutvin.com.br/)
14:36:53	25050/25050	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266e1261c-61da%22	https://toutvin.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.24.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min2401.js	(from https://toutvin.com.br/)
14:36:54	21464/21464	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266a14b56-53d8%22	https://toutvin.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-includes/js/jquery/ui/core.minb37e.js	(from https://toutvin.com.br/)
14:36:54	44112/44112	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267410dc7-ac50%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.25.9	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/js/frontend.min5422.js	(from https://toutvin.com.br/)
14:36:54	42791/42791	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266e1261c-a727%22	https://toutvin.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.24.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min2401.js	(from https://toutvin.com.br/)
14:36:55	221240/221240	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2236038-62788647e5c7d%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.32.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsbe76.eot	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.32.0)
14:36:55	98472/98472	---M--	200	added ('OK')	font/woff2	etag:%2267410dc7-180a8%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.32.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsbe76.woff2	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.32.0)
14:36:55	221080/221080	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2267410dc7-35f98%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.32.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsbe76.ttf	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.32.0)
14:36:56	120456/120456	---M--	200	added ('OK')	font/woff	etag:%2267410dc7-1d688%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.32.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsbe76.woff	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.32.0)
14:36:56	334628/334628	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267410dc7-51b24%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.32.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsbe76.svg	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.32.0)
14:36:56	151556/151556	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225004-62788647eba3d%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:36:56	151556/151556	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225004-62788647eba3d%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:36:56	81612/81612	---M--	200	added ('OK')	font/woff2	etag:%2267410dc7-13ecc%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:36:57	97804/97804	---M--	200	added ('OK')	font/woff	etag:%2267410dc7-17e0c%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:36:57	151368/151368	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2267410dc7-24f48%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:36:57	749223/749223	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267410dc7-b6ea7%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:36:57	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-62788647ed1ad%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:36:58	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-62788647ed1ad%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:36:58	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%2267410dc7-33dc%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:36:58	16276/16276	---M--	200	added ('OK')	font/woff	etag:%2267410dc7-3f94%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:36:58	33736/33736	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2267410dc7-83c8%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:36:58	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267410dc7-2354a%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:36:59	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-62788647edd65%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:36:59	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2267410dc7-13174%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:36:59	101652/101652	---M--	200	added ('OK')	font/woff	etag:%2267410dc7-18d14%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
